1,Upplands Väsby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
2,Vallentuna kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
3,Österåker kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
4,Värmdö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
5,Järfälla kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
6,Ekerö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
7,Huddinge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
8,Botkyrka kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
9,Salem kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
10,Haninge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
11,Tyresö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
12,Upplands-Bro kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
13,Nykvarn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
14,Täby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
15,Danderyd kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
16,Sollentuna kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
17,Stockholm stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
18,Södertälje kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
19,Nacka kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
20,Sundbyberg stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
21,Solna stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
22,Lidingö stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
23,Vaxholm stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
24,Norrtälje kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
25,Sigtuna kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
26,Nynäshamn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
27,Håbo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
28,Älvkarleby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
29,Knivsta kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
30,Heby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
31,Tierp kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
32,Uppsala kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
33,Enköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
34,Östhammar kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
35,Vingåker kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
36,Gnesta kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
37,Nyköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
38,Oxelösund kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
39,Flen kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
40,Katrineholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
41,Eskilstuna kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
42,Strängnäs kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
43,Trosa kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
44,Ödeshög kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
45,Ydre kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
46,Kinda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
47,Boxholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
48,Åtvidaberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
49,Finspång kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
50,Valdemarsvik kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
51,Linköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
52,Norrköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
53,Söderköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
54,Motala kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
55,Vadstena kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
56,Mjölby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
57,Aneby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
58,Gnosjö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
59,Mullsjö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
60,Habo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
61,Gislaved kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
62,Vaggeryd kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
63,Jönköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
64,Nässjö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
65,Värnamo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
66,Sävsjö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
67,Vetlanda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
68,Eksjö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
69,Tranås kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
70,Uppvidinge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
71,Lessebo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
72,Tingsryd kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
73,Alvesta kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
74,Älmhult kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
75,Markaryd kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
76,Växjö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
77,Ljungby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
78,Högsby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
79,Torsås kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
80,Mörbylånga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
81,Hultsfred kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
82,Mönsterås kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
83,Emmaboda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
84,Kalmar kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
85,Nybro kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
86,Oskarshamn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
87,Västervik kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
88,Vimmerby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
89,Borgholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
90,Gotland kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
91,Olofström kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
92,Karlskrona kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
93,Ronneby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
94,Karlshamn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
95,Sölvesborg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
96,Svalöv kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
97,Staffanstorp kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
98,Burlöv kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
99,Vellinge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
100,Östra Göinge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
101,Örkelljunga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
102,Bjuv kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
103,Kävlinge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
104,Lomma kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
105,Svedala kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
106,Skurup kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
107,Sjöbo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
108,Hörby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
109,Höör kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
110,Tomelilla kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
111,Bromölla kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
112,Osby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
113,Perstorp kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
114,Klippan kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
115,Åstorp kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
116,Båstad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
117,Malmö stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
118,Lund kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
119,Landskrona stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
120,Helsingborg stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
121,Höganäs kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
122,Eslöv kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
123,Ystad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
124,Trelleborg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
125,Kristianstad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
126,Simrishamn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
127,Ängelholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
128,Hässleholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
129,Hylte kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
130,Halmstad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
131,Laholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
132,Falkenberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
133,Varberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
134,Kungsbacka kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
135,Härryda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
136,Partille kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
137,Öckerö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
138,Stenungsund kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
139,Tjörn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
140,Orust kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
141,Sotenäs kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
142,Munkedal kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
143,Tanum kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
144,Dals-Ed kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
145,Färgelanda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
146,Ale kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
147,Lerum kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
148,Vårgårda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
149,Bollebygd kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
150,Grästorp kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
151,Essunga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
152,Karlsborg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
153,Gullspång kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
154,Tranemo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
155,Bengtsfors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
156,Mellerud kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
157,Lilla Edet kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
158,Mark kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
159,Svenljunga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
160,Herrljunga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
161,Vara kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
162,Götene kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
163,Tibro kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
164,Töreboda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
165,Göteborg stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
166,Mölndal stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
167,Kungälv kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
168,Lysekil kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
169,Uddevalla kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
170,Strömstad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
171,Vänersborg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
172,Trollhättan stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
173,Alingsås kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
174,Borås stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
175,Ulricehamn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
176,Åmål kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
177,Mariestad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
178,Lidköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
179,Skara kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
180,Skövde kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
181,Hjo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
182,Tidaholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
183,Falköping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
184,Kil kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
185,Eda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
186,Torsby kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
187,Storfors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
188,Hammarö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
189,Munkfors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
190,Forshaga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
191,Grums kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
192,Årjäng kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
193,Sunne kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
194,Karlstad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
195,Kristinehamn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
196,Filipstad kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
197,Hagfors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
198,Arvika kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
199,Säffle kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
200,Lekeberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
201,Laxå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
202,Hallsberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
203,Degerfors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
204,Hällefors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
205,Ljusnarsberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
206,Örebro kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
207,Kumla kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
208,Askersund kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
209,Karlskoga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
210,Nora kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
211,Lindesberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
212,Skinnskatteberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
213,Surahammar kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
214,Kungsör kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
215,Hallstahammar kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
216,Norberg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
217,Västerås stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
218,Sala kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
219,Fagersta kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
220,Köping kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
221,Arboga kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
222,Vansbro kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
223,Malung-Sälen kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
224,Gagnef kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
225,Leksand kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
226,Rättvik kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
227,Orsa kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
228,Älvdalen kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
229,Smedjebacken kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
230,Mora kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
231,Falun kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
232,Borlänge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
233,Säter kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
234,Hedemora kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
235,Avesta kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
236,Ludvika kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
237,Ockelbo kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
238,Hofors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
239,Ovanåker kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
240,Nordanstig kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
241,Ljusdal kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
242,Gävle kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
243,Sandviken kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
244,Söderhamn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
245,Bollnäs kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
246,Hudiksvall kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
247,Ånge kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
248,Timrå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
249,Härnösand kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
250,Sundsvall kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
251,Kramfors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
252,Sollefteå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
253,Örnsköldsvik kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
254,Ragunda kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
255,Bräcke kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
256,Krokom kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
257,Strömsund kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
258,Åre kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
259,Berg kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
260,Härjedalen kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
261,Östersund kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
262,Nordmaling kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
263,Bjurholm kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
264,Vindeln kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
265,Robertsfors kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
266,Norsjö kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
267,Malå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
268,Storuman kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
269,Sorsele kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
270,Dorotea kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
271,Vännäs kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
272,Vilhelmina kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
273,Åsele kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
274,Umeå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
275,Lycksele kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
276,Skellefteå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
277,Arvidsjaur kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
278,Arjeplog kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
279,Jokkmokk kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
280,Överkalix kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
281,Kalix kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
282,Övertorneå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
283,Pajala kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
284,Gällivare kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
285,Älvsbyn kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
286,Luleå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
287,Piteå kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
288,Boden kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
289,Haparanda stad,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
290,Kiruna kommun,2010-11-11 12:50:55.086000,2010-11-11 12:50:55.086000
